user_id,cluster,cluster_label
925ebe56-4c1d-47ce-8699-748e0d60b266,1,regular_users
f02f6326-5204-4c80-a27a-362b17d06ccd,0,power_users
f13c54d8-f59b-405c-ba62-e28491694cc9,1,regular_users
9acde10d-c67e-48b5-8cd4-2081c20aacd0,0,power_users
54603fec-986e-4db1-8c16-b4bd4af70eff,1,regular_users
54a8807d-858d-4925-ac02-bb74e8db7d21,1,regular_users
f2ed558b-616f-43f6-a6c5-0772b6ae16d3,0,power_users
568d1abe-23f4-42a8-bcaa-0cd3622e204b,1,regular_users
f4cb06ff-6a49-49ad-84a0-127f5cc16853,0,power_users
a650aabf-ef82-4125-9e22-eba8833bb92a,1,regular_users
a86d385b-22e2-466d-ae6d-084ac5a17cb7,1,regular_users
adc64bb8-c95c-47c8-a16a-307df3e7f007,0,power_users
ae17f389-3b85-453c-a281-fb9cd1c90848,0,power_users
b8e2cb36-dc4b-4378-9f2b-0dc45cb8aa1b,1,regular_users
c086ac5d-9360-4fcd-bc80-724c6da7bbae,0,power_users
2a75878f-4be2-45c3-a56f-b02c03396e53,0,power_users
c5a017ec-43d5-4b8f-87fb-71206e00050a,0,power_users
2bf6b5df-4e9f-4a54-8ad5-0fe73cbfa785,0,power_users
f8dfe3af-9d75-43a2-ad26-bf47e35022a5,1,regular_users
640624b5-a348-4df2-8857-26fcdd32bb9b,0,power_users
d033dda4-bcb6-4da0-9244-30f2b406ee61,1,regular_users
d839bff1-b458-4b37-a929-25058648a665,0,power_users
66f5737f-6a29-4360-885e-2d442357adcb,1,regular_users
0f483563-91ce-4310-87cf-fbfb44629a66,1,regular_users
dda4cd9a-ae30-4098-a41e-4eda1f3b097c,0,power_users
e3f8ca33-6aba-4128-8710-b40d81aaf7e9,1,regular_users
e403ed08-ee7c-4300-b69c-7c6e5611b20d,1,regular_users
6afe8ecf-3d61-4290-9bcc-d6f336c55e4b,0,power_users
6beede79-7285-45d8-8580-c38372d1c65a,0,power_users
6f9028cd-368d-4e72-a6c8-62a0e2c63eaa,1,regular_users
329e30c1-34f1-4d03-9d57-f8696ae818f4,1,regular_users
72fc7a56-d7a2-4ec8-8015-b1576a1ed5f9,0,power_users
747b3174-d352-424f-8ab6-09ecd80d0c96,0,power_users
365eca20-c02d-427e-94f7-4248ed2ff91d,0,power_users
e9ba109a-1755-4cd2-9451-12e32debe24f,1,regular_users
0f65838b-ffb3-484b-b639-ecfbe1df1e36,1,regular_users
39713ad5-4b07-4c3e-8694-674cc9a776f9,1,regular_users
ed90eb5e-4cf5-4bb8-9c5b-f242c676b89a,1,regular_users
edf8cecf-a17e-4537-9e9e-fb8e76c5050a,0,power_users
7ce2129b-6b06-435a-b475-6df064426177,0,power_users
1e349fbd-66e9-497e-895a-9dcc4b4f83a6,1,regular_users
7e13c23b-56ed-4c40-a271-9ea61da9cc61,0,power_users
024ee308-4763-4708-9778-e3381600ee1f,0,power_users
81e9adf1-97ac-4618-9625-d3d2da3d07e3,0,power_users
820aab70-3583-4126-8707-2cdebf632e7c,0,power_users
3f02e3dc-16d9-41ac-98a4-217faca0e29d,0,power_users
02e836bc-1538-405d-944f-3f689bdca9f0,0,power_users
85d0e0e8-c088-43f3-95ca-1961768ef168,0,power_users
ee166e6c-701f-43d2-8403-699bf5a5ad5a,0,power_users
41660f8b-b265-497a-95ac-62bd45f8231d,1,regular_users
1e52ad4c-6bf3-4a6d-8467-8023cdde715d,0,power_users
ef7de168-6818-4270-add5-a60c61acac70,0,power_users
89c34df1-f2fc-48b3-ac2c-722182a9199b,0,power_users
049548f1-0a3e-41af-946f-288d7e0cecf1,0,power_users
20c7420d-2bcf-4718-9c54-4132cf85b252,0,power_users
9114c656-fd90-4a13-bc23-4042bbaa39fa,1,regular_users
49083512-f0c9-46b6-8dcf-a3f64a4f91ef,0,power_users
924af60c-289b-4432-9efc-b8779c65d609,0,power_users
4b403c1a-fcdf-4ed4-aeb9-12250314f085,0,power_users
4ce538c5-041e-4067-9613-1e88d1e48cea,0,power_users
0593ba73-ee0c-429c-815e-70ecb65507bc,0,power_users
066cc21d-51a5-43dd-a79a-d0fddbd59cd7,0,power_users
9cd8f2b9-479f-402d-9aa2-99a16d038a74,0,power_users
9ceb90a4-856f-4075-a4d2-bc5d9536d0dd,0,power_users
9d482a42-c2a3-4ee0-a0ce-25edf24fd69f,0,power_users
9da31340-75cb-4cc6-88d6-5d06c9f1594a,0,power_users
9eb54c10-4cb1-489a-b8d1-a6bafa9e2831,0,power_users
9fca35aa-781c-4f18-bb67-34340c64f874,0,power_users
f248bbca-4704-4751-9bf9-4ed806c05394,1,regular_users
a5d0c2c3-4adb-4a48-a6f4-89916b85e0d8,0,power_users
53566379-49c0-45ed-979e-2ba7de67e4fc,0,power_users
5574f3f7-3ec6-463b-97ac-0197f6ef1b72,0,power_users
57ab91fb-6465-4af0-a952-e108359e1b71,0,power_users
219db289-b1dc-4239-bca0-449a80676c61,0,power_users
588a0046-0339-4eeb-9e46-9d9169c00fd3,0,power_users
abc5c694-5a28-4e1a-b10b-92ec95304681,1,regular_users
ac5bd03b-5fd3-4165-989a-cbbb1752367c,0,power_users
591c5038-93b8-441f-a54b-2e3c42274b08,0,power_users
27a954bc-7856-46c8-b2c3-0681393cfcda,0,power_users
aeeef006-3460-405d-9593-b8d0d9a4a750,1,regular_users
b0bfb46d-eeb5-43ce-b805-43e191359d28,0,power_users
b0de994b-69aa-44c8-af39-2f2a5e8bb892,1,regular_users
0a84d4bc-dea5-44c7-87ad-984c22c785dd,0,power_users
b1c58371-8cb9-46e7-984d-1b55c0de4d4c,1,regular_users
b2e8259b-2814-4be0-9e3b-a6b7425e1d78,0,power_users
b3a07abc-5adb-40f5-b626-7a002c677d82,0,power_users
b4ea953e-7436-44f2-80ea-1d299b03a44e,0,power_users
2a39bd65-7ee4-47d6-9539-8f1ebf8d7294,1,regular_users
bcd58e7c-572c-4ce7-ae83-2c3a919b5147,0,power_users
f7ea528d-7f8e-4964-b241-92bd3b0df658,0,power_users
5b26da01-ed0c-4cde-85e8-593e82ad02d3,0,power_users
6046dff7-1b2b-4253-a88a-5102b0571cb2,0,power_users
0b36cce7-7aef-44da-a733-bc75c1ff1a3c,0,power_users
c77005d8-6261-4c6c-be16-1d5f5b1dee6f,0,power_users
c8e3e861-9dec-4565-ac3a-90e7b2027947,1,regular_users
c917f636-d21b-4804-9305-80ebc8bf3ad6,0,power_users
f89cf2a6-e90e-4d29-a7e3-bd0883f56c02,0,power_users
2c109a25-05f0-4291-a9ec-9ad6b5418222,0,power_users
63d692c6-e537-488b-8589-a33cac226eec,0,power_users
fa66e7d5-ecb3-467d-b9c5-c508b253e9ee,1,regular_users
d5201e19-172c-4675-9f05-4782849b03c4,1,regular_users
0ddbdded-ae0c-4e78-af2d-f3eee4be1602,0,power_users
d6b748e7-6bb7-4d43-a2b8-6339c8d3a63a,0,power_users
fd6ca19a-38ea-453a-8875-d843bb8c4a29,0,power_users
d771308e-48b8-4f58-8616-c412dfc54b7a,0,power_users
642fd263-a511-4365-a47c-04354c9c5a1f,0,power_users
da898b7f-359c-475b-92fc-908f758998e5,0,power_users
65de1f84-02a4-4522-bdba-cf39d6f5a98f,1,regular_users
67003ad4-7e4d-4143-8cb4-84a9faae3888,1,regular_users
32194a53-b7e7-4918-aa3d-02b2caa34832,0,power_users
18ef5837-6fa1-4001-b252-be756505c2b4,0,power_users
fd87a003-3531-4168-9c10-202b4f6a9426,0,power_users
6a97ae50-9451-4ecd-a6a1-b402fd487da0,0,power_users
37f5553e-dc8c-4967-b649-fbff9621bc4b,0,power_users
74b7757b-efc9-47ec-ab72-18fb75075fba,0,power_users
772e66ad-5ff4-4fbe-a385-5d1ee845ea4b,0,power_users
ec99ef95-0432-48b5-8351-e95b300db80d,1,regular_users
ece4df43-4fa8-4938-a86f-deceee96a872,1,regular_users
ed8041c2-877f-4f71-a34c-4f4c8dd96428,0,power_users
77e7aaf4-90dc-4d28-af57-f3c6aabe99b8,1,regular_users
ff9a40e0-d350-4fa7-9acb-7a9df30afda3,0,power_users
13c0657a-bcfb-4a67-a922-690cf9f36b24,1,regular_users
ef272947-23dd-40b2-a7a0-2271fbfca0eb,0,power_users
0324cfb4-0699-43c4-b65d-e294d5eb7353,1,regular_users
88a07333-1301-404a-84af-d3fcd4e83595,0,power_users
96739f78-127f-4a4e-a95c-6fece3dffdeb,0,power_users
51666c4d-4a55-41e0-8b7a-50132056f90d,1,regular_users
a549641b-0a1e-4c53-9ee7-f4588329607a,0,power_users
a5e6e361-fbcf-446b-aed2-d6ca4daab614,0,power_users
07d4a304-8fa2-45d6-97e5-668370ff8ace,0,power_users
b189e59b-f6f3-4918-ab19-1854d5d09316,0,power_users
be0cd48f-307f-4caa-9aed-5ec91640200e,0,power_users
61316192-9437-4d46-af52-0e86b5d5808f,0,power_users
c967cf15-83ac-4b2a-a5ee-643f94a6824b,1,regular_users
2c798ba3-afa4-4855-b89a-bbe05b7f405c,0,power_users
d60ee4e4-47d5-430a-9f99-0a86787e56b4,0,power_users
2cfdb66e-0969-41c1-a91a-92d58842a45e,1,regular_users
e470c4b0-614f-42e6-b414-a55148b56d11,0,power_users
3a7c7125-c8f0-4899-be20-bd75b603024e,0,power_users
